Month,Year,Price,Open,High,Low,Volume,Percent Change
3,1976,102.77,99.71,104.39,98.23,  -,3.07
2,1976,99.71,100.86,103.07,98.5,  -,-1.14
1,1976,100.86,100.11,101.99,89.81,  -,11.83
12,1975,90.19,91.24,91.9,86.15,  -,-1.15
11,1975,91.24,89.04,92.33,87.63,  -,2.47
10,1975,89.04,83.87,91.75,82.57,  -,6.16
9,1975,83.87,86.88,87.42,81.57,  -,-3.46
8,1975,86.88,88.75,89.04,82.21,  -,-2.11
7,1975,88.75,95.19,96.58,87.68,  -,-6.77
6,1975,95.19,91.32,95.85,89.3,  -,4.43
5,1975,91.15,87.3,93.51,86.94,  -,4.41
4,1975,87.3,83.36,88.79,79.66,  -,4.73
3,1975,83.36,81.59,87.08,80.08,  -,2.17
2,1975,81.59,76.98,83.56,76,  -,5.99
1,1975,76.98,68.65,78.69,68.65,  -,12.28
12,1974,68.56,69.8,69.8,64.13,  -,-2.02
11,1974,69.97,73.9,77.41,66.85,  -,-5.32
10,1974,73.9,63.54,75.9,60.96,  -,16.3
9,1974,63.54,72.15,73.01,62.52,  -,-11.93
8,1974,72.15,79.31,83.53,69.37,  -,-9.03
7,1974,79.31,86,86.89,78.96,  -,-7.78
6,1974,86,87.28,93.76,85.13,  -,-1.47
5,1974,87.28,90.31,93.59,85.87,  -,-3.36
4,1974,90.31,93.98,95.42,88.62,  -,-3.91
3,1974,93.98,96.22,101.05,93.44,  -,-2.33
2,1974,96.22,96.57,97.43,89.53,  -,-0.36
1,1974,96.57,97.55,100.94,91.62,  -,-1
12,1973,97.55,95.83,99.09,91.05,  -,1.66
11,1973,95.96,108.29,109.2,94.88,  -,-11.39
10,1973,108.29,108.43,112.82,107.08,  -,-0.13
9,1973,108.43,104.25,110.45,102.13,  -,4.01
8,1973,104.25,108.17,108.17,99.74,  -,-3.67
7,1973,108.22,104.1,111.04,100.44,  -,3.8
6,1973,104.26,104.95,109.52,101.45,  -,-0.66
5,1973,104.95,106.97,112.25,101.36,  -,-1.89
4,1973,106.97,111.52,113.65,105.44,  -,-4.08
3,1973,111.52,111.68,115.61,107.41,  -,-0.14
2,1973,111.68,116.03,118.98,109.8,  -,-3.75
1,1973,116.03,118.06,121.74,114.97,  -,-1.71
12,1972,118.05,116.67,119.79,114.63,  -,1.18
11,1972,116.67,111.58,117.91,111.32,  -,4.56
10,1972,111.58,110.55,112.26,106.27,  -,0.93
9,1972,110.55,111.09,112.12,107.35,  -,-0.49
8,1972,111.09,107.39,113.45,107.06,  -,3.45
7,1972,107.39,107.14,110.27,104.43,  -,0.23
6,1972,107.14,109.53,110.51,105.94,  -,-2.18
5,1972,109.53,107.67,111.48,103.83,  -,1.73
4,1972,107.67,107.2,111.11,106.18,  -,0.44
3,1972,107.2,106.57,109.75,105.86,  -,0.59
2,1972,106.57,103.94,107.16,103.1,  -,2.53
1,1972,103.94,102.09,105,100.87,  -,1.81
12,1971,102.09,93.99,102.21,93.95,  -,8.62
11,1971,93.99,94.23,96.08,89.34,  -,-0.25
10,1971,94.23,98.34,100.96,92.96,  -,-4.18
9,1971,98.34,99.03,102.25,96.97,  -,-0.7
8,1971,99.03,95.58,101.51,92.81,  -,3.61
7,1971,95.58,99.16,101.52,95.08,  -,-3.16
6,1971,98.7,99.63,102.07,96.92,  -,-0.93
5,1971,99.63,103.95,104.42,98.68,  -,-4.16
4,1971,103.95,100.31,105.6,99.63,  -,3.63
3,1971,100.31,96.75,102.03,96.11,  -,3.68
2,1971,96.75,95.88,99.59,94.92,  -,0.91
1,1971,95.88,92.15,96.49,90.64,  -,4.05
12,1970,92.15,87.2,92.99,86.11,  -,5.68
11,1970,87.2,83.25,87.6,82.23,  -,4.74
10,1970,83.25,84.3,87.75,82.29,  -,-1.25
9,1970,84.3,81.52,84.99,79.95,  -,3.41
8,1970,81.52,78.05,82.47,74.13,  -,4.45
7,1970,78.05,78.07,79.03,70.69,  -,7.33
6,1970,72.72,76.55,79.96,72.25,  -,-5
5,1970,76.55,81.52,82.32,68.61,  -,-6.1
4,1970,81.52,89.63,90.7,79.31,  -,-9.05
3,1970,89.63,89.5,91.07,86.19,  -,0.15
2,1970,89.5,85.02,90.33,84.64,  -,5.27
